station,lat,lon,mean_demand,cluster_id,cluster_label
Bloomfield / Van Horne,45.522745298216094,-73.61328139901161,7.167262512768131,1,low
Bourbonnière / du Mont-Royal,45.55358456339093,-73.56052905321121,6.647374062165059,1,low
Bourgeoys / Favard,45.47993042065731,-73.55592101812363,8.088912410690659,1,low
Boyer / Beaubien,45.537041,-73.602026,16.464565062811094,0,medium
Boyer / Bélanger,45.54006,-73.60897,9.49546370967742,1,low
Boyer / Everett,45.54310243053054,-73.61607524188003,6.805814883969059,1,low
Boyer / Jean-Talon,45.541569834507,-73.61250426627521,8.379606879606879,1,low
Boyer / Rosemont,45.53409866804061,-73.59553456306458,12.193343122858542,0,medium
Boyer / St-Zotique,45.53848,-73.60556,14.127204968944099,0,medium
Boyer / du Mont-Royal,45.527432126380575,-73.57991673052311,21.953550583657588,2,high
Bélanger / St-Denis,45.53696,-73.61199,12.607662192393736,0,medium
CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),45.50398168549117,-73.62283945083618,7.495455797301019,1,low
Calixa-Lavallée / Rachel,45.527831544563064,-73.5719096660614,12.926108374384237,0,medium
Calixa-Lavallée / Sherbrooke,45.52479,-73.56545,11.324511501360377,1,low
Campus MIL (Outremont / Thérèse-Lavoie Roux),45.52311432992147,-73.61815363168716,9.539333117513758,1,low
Cartier / Dandurand,45.53923559055867,-73.58594566583633,7.544121567581978,1,low
Cartier / Marie-Anne,45.53280412806031,-73.57190161943436,9.233307352559105,1,low
Cartier / Masson,45.5380207402854,-73.58352363109587,9.615984930032292,1,low
Cartier / Rosemont,45.54124722370603,-73.59104454517365,6.539092540374263,1,low
Cartier / St-Joseph,45.53582823686429,-73.57869029045105,6.067328326180258,1,low
Casgrain / Maguire,45.52621764749851,-73.5957657695144,9.1876629018245,1,low
Cathcart / McGill College,45.501187681489775,-73.57045487814501,11.448773841961852,1,low
Chabot / du Mont-Royal,45.53413436610844,-73.57352435588837,16.45524052245938,0,medium
Chambord / Beaubien,45.539900246044354,-73.59936207532883,8.104848946433105,1,low
Chambord / Gilford,45.53149589691095,-73.58106877662067,6.657266811279826,1,low
Chapleau / du Mont-Royal,45.53867,-73.56936,6.297946118965057,1,low
Charles-Biddle / Atwater,45.47913738100108,-73.57514977455139,18.464285714285715,0,medium
Chomedey / de Maisonneuve,45.491750449903954,-73.58394473791122,14.53876157971721,0,medium
Christophe-Colomb / St-Joseph,45.53036486555959,-73.58439266681671,6.908230344464896,1,low
Clark / Evans,45.511105776623936,-73.56784012175922,12.039485766758494,0,medium
Clark / Laurier,45.522583792261266,-73.59361327255101,20.29032258064516,2,high
Clark / Prince-Arthur,45.513342512307055,-73.57301607728004,19.8555581779561,2,high
Clark / Rachel,45.517537449207474,-73.58241524554614,17.745852368357777,0,medium
Clark / St-Viateur,45.5251943015533,-73.59935637563467,15.513252415159773,0,medium
Clark / de l'Arcade,45.527371996141,-73.60398352146149,8.27193446088795,1,low
Coloniale / Duluth,45.51786873150825,-73.57842743396758,18.273717328170378,0,medium
Complexe Desjardins (St-Urbain / René-Lévesque),45.50788520688478,-73.56315059590997,16.253499222395025,0,medium
Crescent / de Maisonneuve,45.49812041247333,-73.57759594917297,14.642080745341614,0,medium
CÉGEP du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),45.51401222645779,-73.56598667800426,8.952685421994884,1,low
Desjardins / Ontario,45.55118417872238,-73.54087114334106,7.654398329417907,1,low
Dollard / Van Horne,45.51887607468706,-73.6161071062088,7.245907007203668,1,low
Dorion / Ontario,45.526991277453526,-73.55821162462234,14.766433903202504,0,medium
Drolet / Beaubien,45.533348,-73.605834,9.724833929483903,1,low
Drolet / Marie-Anne,45.52240257341408,-73.58117669820786,15.238250816788138,0,medium
Drolet / St-Zotique,45.53488214147823,-73.60941231250763,7.309493182402881,1,low
Drummond / Sherbrooke,45.500535752214155,-73.578113079202,10.061036569323862,1,low
Drummond / Ste-Catherine,45.49861674293281,-73.5741600394249,9.801835388586177,1,low
Drummond / des-Canadiens-de-Montréal,45.49676067752141,-73.57027635600843,11.769384193467964,0,medium
Duluth  / St-Denis,45.52062760607925,-73.57594907283782,18.81309552895187,0,medium
Duluth / de l'Esplanade,45.515132275425785,-73.58105599880219,15.874501992031872,0,medium
Durocher / Beaumont,45.52799772330074,-73.61919969320297,6.748471151289551,1,low
Durocher / Bernard,45.52222528598142,-73.60668718814848,7.3176623376623375,1,low
Durocher / Sherbrooke,45.507088290505685,-73.57227981090546,9.018020241915577,1,low
Duvernay / Charlevoix,45.482097305112845,-73.57487753033638,8.755608974358974,1,low
Dézéry / Ontario,45.54095791741757,-73.54702949523926,10.757810607895374,1,low
Fabre / Laurier,45.53458691154375,-73.58259929347696,10.286166007905138,1,low
Fabre / St-Zotique,45.543653916207866,-73.60126135876271,7.064287588559433,1,low
Fabrik8 (Waverly / Jean-Talon),45.53330725719417,-73.62082242965698,6.709042076991943,1,low
Faillon / St-Denis,45.53989085278141,-73.62026989459991,7.471741344195519,1,low
Fairmount / Hutchison,45.51969064184933,-73.59826556408734,8.01226826608506,1,low
Fortune / Wellington,45.477923,-73.559038,6.2764721415368365,1,low
Fullum / Gilford,45.539198007249375,-73.5737818479538,6.441579371474617,1,low
Fullum / Marie-Anne,45.53650541861215,-73.56803923845291,10.784328546233308,1,low
Fullum / Ontario,45.5303174,-73.5548669,7.398075923036921,1,low
Fullum / Ste-Catherine,45.527137816431285,-73.54804444319598,6.868956406869221,1,low
Fullum / Terrasse Mercure,45.535541603465234,-73.56593906879425,8.940491591203104,1,low
Fullum / de Rouen,45.53225536243612,-73.55892024004788,8.630225080385852,1,low
Gare d'autocars de Montréal (Berri / Ontario),45.516926210319546,-73.56425732374191,10.892042697719553,1,low
Garnier / St-Grégoire,45.5358215436799,-73.58710169792175,7.781856876828944,1,low
Garnier / St-Joseph,45.53329492220251,-73.58165103477404,5.8619313647246605,1,low
Garnier / Villeray,45.54948004519436,-73.61605471489383,6.086115007012623,1,low
Garnier / du Mont-Royal,45.53075597398246,-73.5761762317452,10.587211142766698,1,low
Gary-Carter / St-Laurent,45.53613488953656,-73.62258464097977,13.462194116029695,0,medium
Gauthier / Parthenais,45.53292625574653,-73.56377989053726,6.2135473340587595,1,low
Gauthier / de Lorimier,45.53166363055749,-73.56536373496056,12.22551850879496,0,medium
Gilford / Papineau,45.5343936461316,-73.57823699712753,9.213589274832419,1,low
Gilford / St-Denis,45.52497612960628,-73.58558893203735,16.263041880969876,0,medium
Gilford / de Brébeuf,45.530870247773066,-73.58155757188797,8.015503875968992,1,low
Gilford / des Érables,45.53728040418993,-73.57534691691399,7.258300506471581,1,low
Guy / Notre-Dame,45.490000580719105,-73.56706600863617,10.62617239839214,1,low
Guy / Sainte-Catherine,45.49497512853125,-73.57777043248461,18.98946107784431,0,medium
HEC (Decelles / Jean-Brillant),45.49772282989976,-73.61925333738327,7.847993402968664,1,low
Henri-Julien / Laurier,45.52574657625029,-73.59033644199371,9.50562372188139,1,low
Henri-Julien / de Castelnau,45.53789110878484,-73.6182153224945,8.3883547008547,1,low
Henri-Julien / du Carmel,45.52795093787009,-73.59502326697111,8.291132478632479,1,low
Henri-Julien / du Mont-Royal,45.52302929545924,-73.58409225940704,14.841605068637804,0,medium
Hotel-de-Ville / du Mont-Royal,45.522178004145694,-73.58460858464241,8.524723676556137,1,low
Hutchison / Prince-Arthur,45.50975858607626,-73.57610732316971,10.357346462814201,1,low
Hutchison / Van Horne,45.52497612960628,-73.61066222190857,6.5432543769309985,1,low
Jean Langlois / Fullum,45.526499983000186,-73.54575277422555,7.235021516054287,1,low
Jeanne-Mance / Laurier,45.52027633320609,-73.59497621666378,14.919482386772106,0,medium
Jeanne-Mance / René-Lévesque,45.5063713381299,-73.5642009973526,12.208761625061184,0,medium
Jeanne-Mance / Sherbrooke,45.50928678961862,-73.57101917266846,13.27621685793431,0,medium
Jeanne-Mance / St-Viateur,45.523026476635074,-73.60184043645859,15.955162384876393,0,medium
