date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2025-09-29,24.8,18.7,18.3,11.8,26,,81,57.6,61,41,11.8,9.9,9.7,7.6,27,17.58,18,9,41,23,102.3,102.07,102.11,101.91,101.86,101.63,101.67,101.47,48300,36200,36200,24100,,,,,0,0.3,13.3,11.3,8.3,0,0,0,,06:50:00,1759143000,6.83,18:39:00,1759185540,18.65,11.82,5,5,25,25,13,13,16686,,,,,1,0.3,0.5,0,,,,
2025-09-28,24.9,19.48,19.2,13.5,25,,88,61,58,28,15.8,10.8,10.2,4.5,26,15.17,15.5,5,48,27,102.04,101.53,101.58,101.12,101.6,101.09,101.14,100.69,48300,31158.3,36200,24100,,,,,0,1.2,14.2,12.2,9.2,0,0,0,,06:48:00,1759056480,6.8,18:41:00,1759099260,18.68,11.88,5,5,25,25,12,13,16149,,,,,8,2.3,4,0,,,,
2025-09-27,21.3,16,15.25,9.2,,,86,67.1,64,42,14.4,9.4,10.4,6.4,15,7.21,7.5,0,,,101.69,101.42,101.46,101.22,101.25,100.98,101.02,100.79,48300,33175,36200,24100,,,,,2.8,0,10.2,8.2,5.2,0,0,0,,06:47:00,1758970020,6.78,18:43:00,1759012980,18.72,11.93,5,5,21,22,16,16,15308,,,,,8,4.3,4.5,1,,,,
2025-09-26,21.4,17.4,15.89,10.4,26,,95,84,83.5,72,17.1,14.6,13.7,10.2,24,15.08,14,4,33,27,101.28,100.82,100.89,100.5,100.84,100.39,100.45,100.07,48300,26725,33800,19300,,,,,2.1,0,10.9,8.9,5.9,1,1,0,,06:46:00,1758883560,6.77,18:45:00,1758926700,18.75,11.98,5,5,22,22,10,10,7555,,,,,8,6,5,2,,,,
2025-09-25,18.2,17.18,16.89,15.6,,,97,90.2,86.5,76,17.2,15.5,15.1,13,18,13,12.5,7,,,101.79,101.03,101.1,100.41,101.35,100.6,100.67,99.98,24100,20162.5,13650,3200,,,,,1.1,0,11.9,9.9,6.9,4.8,4.8,0,,06:45:00,1758797100,6.75,18:46:00,1758840360,18.77,12.02,2,2,19,19,16,16,2785,,,,,8,8,7.5,7,,,,
2025-09-24,22.4,17.13,18,13.6,25,,96,80.6,77,58,14.9,13.5,13.3,11.7,21,15.62,13,5,33,5,102.13,101.95,101.96,101.79,101.69,101.51,101.52,101.35,48300,24295.8,26150,4000,,,,,0,0,13,11,8,0,0,0,,06:43:00,1758710580,6.72,18:48:00,1758754080,18.8,12.08,5,5,21,23,16,16,10988,,,,,8,7.1,5,2,,,,
2025-09-23,21.6,18.37,18.39,15.2,26,,97,88,85.5,74,17.1,16.3,15.9,14.8,14,5.62,7,0,,,101.76,101.48,101.53,101.3,101.32,101.04,101.1,100.87,24100,17366.7,13050,2000,,,,,0,0.4,13.4,11.4,8.4,4.6,4.6,0,,06:42:00,1758624120,6.7,18:50:00,1758667800,18.83,12.13,4,4,21,21,16,16,6559,,,,,8,7,5,2,,,,
2025-09-22,21.4,17.4,17.45,13.5,,,94,71.3,75,56,16.1,12,12.2,8.3,17,8.96,8.5,0,27,15,101.86,101.55,101.58,101.29,101.42,101.11,101.14,100.86,48300,34725,30600,12900,,,,,0.6,0,12.4,10.4,7.5,1.2,1.2,0,,06:41:00,1758537660,6.68,18:52:00,1758581520,18.87,12.18,4,5,20,21,17,17,7041,,,,,8,6.5,4,0,,,,
2025-09-21,23.2,14.8,13.8,4.4,,,83,58,58.5,34,10.1,6,5.8,1.6,19,10,11,3,,,102.72,102.36,102.27,101.82,102.28,101.92,101.83,101.38,48300,38216.7,36200,24100,,,,,4.2,0,8.8,6.8,3.8,0,0,0,,06:40:00,1758451200,6.67,18:54:00,1758495240,18.9,12.23,6,6,22,22,13,13,18816,,,,,8,2.7,4,0,,,,
2025-09-20,17.4,11.83,11.35,5.3,,,77,49.5,54.5,32,2.8,1.1,0.6,-1.6,17,7.58,8.5,0,,,102.87,102.71,102.69,102.5,102.43,102.27,102.24,102.06,48300,35191.7,36200,24100,,,,,6.7,0,6.3,4.3,1.4,0,0,0,,06:38:00,1758364680,6.63,18:56:00,1758408960,18.93,12.3,6,6,18,18,4,7,19677,,,,,1,0.7,0.5,0,,,,
2025-09-19,20.6,15.25,14.15,7.7,,,76,52.7,53,30,9.3,5.2,5.2,1.2,27,15.04,15,3,41,29,102.42,101.85,101.93,101.44,101.98,101.41,101.5,101.01,48300,35191.7,36200,24100,,,,,3.8,0,9.2,7.2,4.2,0,0,0,,06:37:00,1758278220,6.62,18:58:00,1758322680,18.97,12.35,6,6,20,20,6,6,18769,,,,,7,2,3.5,0,,,,
2025-09-18,26.9,20.11,20.35,13.8,30,,88,67.6,67,46,16,13.7,13.6,11.1,28,14.12,14,0,42,1,101.53,101.28,101.29,101.05,101.1,100.85,100.86,100.62,48300,34116.7,35400,22500,,,,,0,2.4,15.3,13.3,10.3,0,0,0,,06:36:00,1758191760,6.6,19:00:00,1758236400,19,12.4,6,6,25,25,12,12,17124,,,,,8,4.7,4.5,1,,,,
2025-09-17,24.7,18.9,18.55,12.4,27,,88,64.6,62,36,13.5,11.6,10.1,6.7,18,8.75,9,0,,,102.24,101.95,101.9,101.56,101.8,101.51,101.47,101.13,48300,26116.7,36200,24100,,,,,0,0.6,13.6,11.6,8.6,0,0,0,,06:35:00,1758105300,6.58,19:02:00,1758150120,19.03,12.45,6,6,26,26,15,16,15206,,,,,8,6.2,4.5,1,,,,
2025-09-16,25,18.06,17.8,10.6,26,,89,66.1,65,41,12.7,11.1,10.7,8.6,13,7.79,6.5,0,,,102.69,102.5,102.49,102.28,102.25,102.06,102.04,101.84,48300,37208.3,36200,24100,,,,,0.2,0,12.8,10.8,7.8,0,0,0,,06:34:00,1758018840,6.57,19:04:00,1758063840,19.07,12.5,6,6,25,25,13,13,19045,,,,,4,1.5,2,0,,,,
2025-09-15,22.9,17.32,17.04,11.2,,,83,61.8,62,41,11.1,9.6,9.8,8.5,21,9.92,10.5,0,,,102.74,102.57,102.56,102.38,102.3,102.14,102.12,101.94,48300,37208.3,36200,24100,,,,,1,0,12,10,7,0,0,0,,06:32:00,1757932320,6.53,19:06:00,1757977560,19.1,12.57,6,6,24,24,12,12,19897,,,,,5,1.8,3,1,,,,
2025-09-14,24,18.98,19,14,26,,93,67.7,70,47,15,12.5,12.9,10.8,20,11.08,10,0,32,7,102.34,101.83,101.93,101.52,101.9,101.39,101.49,101.09,24100,24100,24100,24100,,,,,0,1,14,12,9,0,0,0,,06:31:00,1757845860,6.52,19:08:00,1757891280,19.13,12.62,6,6,24,24,11,12,17270,,,,,7,3.8,4,1,,,,
2025-09-13,22.4,17.59,17.5,12.6,25,,78,62.9,62.5,47,13.6,10.4,10.6,7.5,15,8.04,7.5,0,,,102.16,101.82,101.86,101.56,101.72,101.38,101.42,101.12,40200,24770.8,32150,24100,,,,,0.5,0,12.5,10.5,7.5,0,0,0,,06:30:00,1757759400,6.5,19:10:00,1757805000,19.17,12.67,6,6,25,25,14,15,14196,,,,,8,6.1,5,2,,,,
2025-09-12,20.3,15.27,14.4,8.5,,,83,58,60.5,38,9.2,6.6,7.2,5.1,13,8.08,8,3,,,102.6,102.39,102.38,102.16,102.16,101.95,101.94,101.72,48300,37208.3,36200,24100,,,,,3.6,0,9.4,7.4,4.4,0,0,0,,06:29:00,1757672940,6.48,19:12:00,1757718720,19.2,12.72,6,6,22,22,14,14,20228,,,,,7,2.8,3.5,0,,,,
2025-09-11,23.9,17.31,17.54,11.2,26,,93,64.5,64.5,36,12.2,10,9.3,6.5,20,10.17,10,0,32,32,102.34,102.11,102.14,101.95,101.9,101.67,101.71,101.51,48300,34183.3,36200,24100,,,,,0.5,0,12.5,10.5,7.5,0,0,0,,06:27:00,1757586420,6.45,19:14:00,1757632440,19.23,12.78,6,6,23,23,10,10,17497,,,,,7,3.4,4,1,,,,
2025-09-10,23.4,17.1,16.79,10.2,25,,91,65.6,67,43,11.7,10.2,10.4,9.1,13,5,6.5,0,,,102.55,102.3,102.28,102,102.11,101.86,101.83,101.56,48300,35191.7,36200,24100,,,,,1.2,0,11.8,9.8,6.8,0,0,0,,06:26:00,1757499960,6.43,19:15:00,1757546100,19.25,12.82,6,6,25,25,14,14,19751,,,,,7,3.5,3.5,0,,,,
2025-09-09,20.9,14.8,14.55,8.2,,,90,66.5,64.5,39,10.2,8.2,8.2,6.1,13,5.17,6.5,0,,,102.87,102.68,102.67,102.47,102.43,102.24,102.23,102.03,48300,35191.7,36200,24100,,,,,3.5,0,9.6,7.5,4.5,0,0,0,,06:25:00,1757413500,6.42,19:17:00,1757459820,19.28,12.87,6,6,23,23,11,11,19785,,,,,7,2.5,3.5,0,,,,
2025-09-08,19.6,14.73,14.3,9,,,84,62.9,63,42,9,7.4,7.4,5.8,30,14.33,15,0,37,22,102.67,102.4,102.33,101.98,102.23,101.96,101.89,101.54,48300,34183.3,36200,24100,,,,,3.7,0,9.3,7.3,4.3,0,0,0,,06:24:00,1757327040,6.4,19:19:00,1757373540,19.32,12.92,6,6,20,20,11,11,20375,,,,,8,2.8,4.5,1,,,,
2025-09-07,19.5,15.95,15.95,12.4,,,83,66.8,62.5,42,11.9,9.6,8.3,4.7,34,15.33,17,0,52,23,101.93,101.56,101.69,101.44,101.49,101.12,101.24,101,48300,30150,36200,24100,,,,,2,0,10.9,8.9,6,0,0,0,,06:23:00,1757240580,6.38,19:21:00,1757287260,19.35,12.97,6,6,20,20,10,11,17021,,,,,8,5.8,4,0,,,,
2025-09-06,17.5,15.52,15.2,12.9,,,89,76.7,79,69,13.3,11.5,11.3,9.3,25,14.21,14.5,4,35,22,101.52,101.37,101.26,101.01,101.08,100.94,100.83,100.58,48300,24716.7,29000,9700,,,,,2.8,0,10.2,8.2,5.2,3.4,3.4,0,,06:21:00,1757154060,6.35,19:23:00,1757200980,19.38,13.03,3,3,18,18,12,13,5324,,,,,8,6.3,5,2,,,,
2025-09-05,25.1,18.7,17.95,10.8,27,,94,64.8,68,42,14.6,11.4,11.6,8.5,23,13.71,11.5,0,48,24,101.2,100.9,100.88,100.57,100.77,100.47,100.45,100.14,48300,37208.3,36200,24100,,,,,0.1,0,12.9,10.9,8,0.2,0.2,0,,06:20:00,1757067600,6.33,19:25:00,1757114700,19.42,13.08,6,6,23,23,18,18,21465,,,,,8,4,4,0,,,,
2025-09-04,28.8,20.66,21.65,14.5,31,,94,67.2,66,38,17.5,13.7,14.2,10.8,40,19.04,23.5,7,63,29,100.85,100.65,100.54,100.23,100.42,100.22,100.11,99.8,48300,33116.7,32200,16100,,,,,0,3.6,16.6,14.7,11.7,17.8,17.8,0,,06:19:00,1756981140,6.32,19:27:00,1757028420,19.45,13.13,6,6,29,29,13,14,19523,,,,,8,4.6,4,0,,,,
2025-09-03,26.4,20.95,20.5,14.6,28,,92,60,65,38,14.4,12.3,12.5,10.6,14,7.33,7,0,,,101.48,101.15,101.16,100.84,101.05,100.72,100.73,100.41,48300,36200,36200,24100,,,,,0,2.5,15.5,13.5,10.5,0,0,0,,06:18:00,1756894680,6.3,19:29:00,1756942140,19.48,13.18,6,6,27,27,15,17,22035,,,,,6,3.3,3,0,,,,
2025-09-02,26.1,20.53,20.65,15.2,28,,88,62.6,62,36,15.2,12.8,12.6,9.9,25,8,12.5,0,37,20,102.3,101.96,101.91,101.52,101.86,101.52,101.47,101.09,48300,36200,36200,24100,,,,,0,2.6,15.7,13.7,10.7,0,0,0,,06:16:00,1756808160,6.27,19:31:00,1756855860,19.52,13.25,6,6,28,28,15,15,21158,,,,,7,4.7,4,1,,,,
2025-09-01,26.5,20.01,19.39,12.3,28,,88,64.5,62.5,37,14.2,12.6,12.3,10.4,12,4.92,6,0,,,102.7,102.51,102.51,102.32,102.26,102.07,102.07,101.88,48300,37208.3,36200,24100,,,,,0,1.4,14.4,12.4,9.4,0,0,0,,06:15:00,1756721700,6.25,19:33:00,1756769580,19.55,13.3,6,6,27,27,15,15,21430,,,,,8,3.7,4,0,,,,
2025-08-31,24.4,18.15,17.39,10.4,28,,98,73.5,71.5,45,14.9,12.9,12.3,9.8,16,8.67,8,0,,,102.47,102.26,102.2,101.93,102.03,101.82,101.76,101.49,48300,35862.5,36200,24100,,,,,0.6,0,12.4,10.4,7.4,0,0,0,,06:14:00,1756635240,6.23,19:34:00,1756683240,19.57,13.33,6,6,25,25,13,14,22866,,,,,4,1.4,2,0,,,,
2025-08-30,17.9,14.14,14.85,11.8,,,93,85.3,80,67,13.6,11.7,11.7,9.8,28,14.25,16.5,5,45,23,101.89,101.48,101.59,101.29,101.45,101.04,101.15,100.86,24100,23033.3,16900,9700,,,,,3.1,0,9.8,7.8,4.8,6.6,6.6,0,,06:13:00,1756548780,6.22,19:36:00,1756596960,19.6,13.38,2,2,18,18,12,12,8562,,,,,8,5.1,4,0,,,,
2025-08-29,21,16.55,16.95,12.9,,,95,77.4,73.5,52,14.1,12.3,12.2,10.2,27,16.38,17.5,8,41,27,101.38,101.31,101.31,101.23,100.95,100.87,100.88,100.8,48300,30150,36200,24100,,,,,1.1,0,11.9,9.9,7,14.4,14.4,0,,06:12:00,1756462320,6.2,19:38:00,1756510680,19.63,13.43,5,5,18,18,12,12,17300,,,,,8,5.8,4.5,1,,,,
2025-08-28,24.2,16.96,19.35,14.5,26,,90,76.6,68.5,47,15.6,12.7,13.1,10.5,28,15.29,14,0,39,32,101.65,101.5,101.47,101.28,101.21,101.06,101.03,100.85,48300,30491.7,32200,16100,,,,,0,1.4,14.3,12.3,9.3,7.8,7.8,0,,06:10:00,1756375800,6.17,19:40:00,1756424400,19.67,13.5,5,5,21,22,15,15,9104,,,,,8,6.5,4.5,1,,,,
2025-08-27,21.5,17.08,16.85,12.2,,,87,60.8,62.5,38,11,8.9,8.3,5.7,29,15.33,17,5,45,26,101.75,101.61,101.63,101.51,101.31,101.17,101.19,101.07,48300,34183.3,36200,24100,,,,,1.1,0,11.8,9.8,6.8,0,0,0,,06:09:00,1756289340,6.15,19:42:00,1756338120,19.7,13.55,6,6,22,22,13,14,22253,,,,,7,4.3,4,1,,,,
2025-08-26,20.8,17.77,17.7,14.6,,,77,63,64,51,12.8,10.5,11,9.2,34,21.17,21,8,50,30,101.51,101.21,101.2,100.89,101.07,100.78,100.76,100.46,80500,34516.7,52300,24100,,,,,0.3,0,12.7,10.7,7.7,0,0,0,,06:08:00,1756202880,6.13,19:43:00,1756251780,19.72,13.58,5,6,22,22,13,13,18339,,,,,7,5.7,4,1,,,,
2025-08-25,25.6,21.47,21.25,16.9,28,,84,64.9,62,40,18.4,14.3,14.3,10.2,32,20.58,18,4,52,26,100.87,100.7,100.73,100.58,100.44,100.27,100.3,100.15,48300,32166.7,36200,24100,,,,,0,3.2,16.2,14.2,11.2,0,0,0,,06:07:00,1756116420,6.12,19:45:00,1756165500,19.75,13.63,7,7,23,25,15,15,23111,,,,,8,4.6,5,2,,,,
2025-08-24,26.9,22.47,23.1,19.3,32,,90,75.4,75,60,20.1,17.8,18.1,16,22,16.83,16,10,45,21,100.95,100.86,100.82,100.7,100.52,100.43,100.39,100.27,48300,29150,29000,9700,,,,,0,5.1,18.1,16.1,13.1,8.4,8.4,0,,06:05:00,1756029900,6.08,19:47:00,1756079220,19.78,13.7,3,7,24,25,19,19,14479,,,,,8,7.4,6.5,5,,,,
2025-08-23,29.4,24.33,24.54,19.7,34,,91,56.5,67,43,20.2,14.9,16.4,12.7,23,15.38,15,7,54,27,101.45,101.21,101.17,100.89,101.02,100.78,100.74,100.46,48300,36200,36200,24100,,,,,0,6.5,19.5,17.5,14.5,2.8,2.8,0,,06:04:00,1755943440,6.07,19:49:00,1755992940,19.82,13.75,8,8,28,28,20,20,18084,,,,,8,5.5,4.5,1,,,,
2025-08-22,28.4,22.5,21.25,14.1,31,,87,59.2,62.5,38,15.5,13.7,13.9,12.3,22,11.46,12.5,3,,,101.76,101.57,101.59,101.42,101.33,101.14,101.16,100.99,48300,38216.7,36200,24100,,,,,0,3.2,16.2,14.2,11.2,0,0,0,,06:03:00,1755856980,6.05,19:50:00,1755906600,19.83,13.78,8,8,29,29,18,19,23923,,,,,6,1.5,3,0,,,,
2025-08-21,26.3,20.52,20.14,14,27,,82,58,59.5,37,13.7,11.7,12,10.3,21,8.79,10.5,0,,,102.11,101.87,101.87,101.63,101.67,101.44,101.43,101.2,48300,37208.3,36200,24100,,,,,0,2.1,15.1,13.1,10.1,0,0,0,,06:02:00,1755770520,6.03,19:52:00,1755820320,19.87,13.83,8,8,27,27,15,17,22822,,,,,5,1.6,2.5,0,,,,
2025-08-20,24.8,19.46,19.64,14.5,27,,77,61.5,59.5,42,14,11.7,12.2,10.4,24,14.12,14.5,5,45,12,102.06,101.97,101.99,101.91,101.62,101.54,101.55,101.47,48300,32166.7,36200,24100,,,,,0,1.6,14.6,12.6,9.6,0,0,0,,06:01:00,1755684060,6.02,19:54:00,1755734040,19.9,13.88,8,8,23,24,15,16,20927,,,,,8,5.2,4,0,,,,
2025-08-19,22.6,18.16,17.45,12.3,,,85,57.8,58,31,11.4,9.3,7.9,4.4,18,10.38,9,0,,,102.45,102.24,102.22,101.98,102.01,101.8,101.78,101.54,48300,36200,36200,24100,,,,,0.6,0,12.4,10.4,7.5,0,0,0,,05:59:00,1755597540,5.98,19:56:00,1755647760,19.93,13.95,8,8,23,23,15,16,16892,,,,,8,7.3,7,6,,,,
2025-08-18,20.7,16.05,14.95,9.2,,,79,54.9,59,39,8.4,6.7,6.5,4.6,22,10.83,11,0,32,5,102.59,102.44,102.38,102.18,102.15,102,101.94,101.74,48300,38216.7,36200,24100,,,,,3,0,9.9,8,5,0,0,0,,05:58:00,1755511080,5.97,19:57:00,1755561420,19.95,13.98,8,8,21,21,13,15,24902,,,,,7,4,3.5,0,,,,
2025-08-17,23.8,19.04,17.6,11.4,29,,95,71.3,75,55,16.7,13.6,12.6,8.5,35,16.33,20,5,50,3,102.09,101.48,101.58,101.08,101.65,101.05,101.15,100.65,48300,24483.3,26150,4000,,,,,0.4,0,12.6,10.6,7.6,10.6,10.6,0,,05:57:00,1755424620,5.95,19:59:00,1755475140,19.98,14.03,3,3,17,20,9,12,9297,,,,,8,4.6,4,0,,,,
2025-08-16,30.6,24.18,22.95,15.3,34,,78,53.6,56,34,16,13.7,13.8,11.7,21,10.79,10.5,0,,,102.11,101.76,101.68,101.25,101.68,101.33,101.25,100.82,48300,34183.3,36200,24100,,,,,0,5,17.9,15.9,12.9,0,0,0,,05:56:00,1755338160,5.93,20:01:00,1755388860,20.02,14.08,8,8,31,31,21,21,24447,,,,,6,1.9,3,0,,,,
2025-08-15,27.2,21.37,20.65,14.1,27,,75,49.9,52,29,13,9.8,10,7,14,8.33,7,0,,,102.38,102.21,102.22,102.06,101.94,101.78,101.78,101.63,48300,38216.7,36200,24100,,,,,0,2.6,15.7,13.7,10.7,0,0,0,,05:54:00,1755251640,5.9,20:02:00,1755302520,20.03,14.13,8,8,28,28,15,15,26408,,,,,4,1,2,0,,,,
2025-08-14,27.8,23.02,21.7,15.6,30,,76,60.2,59,42,19.1,14.8,14.2,9.4,25,11.25,12.5,0,35,5,102.04,101.53,101.53,101.02,101.61,101.1,101.1,100.59,24100,24100,24100,24100,,,,,0,3.7,16.7,14.7,11.7,0,0,0,,05:53:00,1755165180,5.88,20:04:00,1755216240,20.07,14.18,7,7,28,28,15,15,19227,,,,,8,4.1,4,0,,,,
2025-08-13,28.5,25.54,25.2,21.9,35,,92,71.2,74.5,57,21.5,19.9,19.9,18.2,39,12.71,22.5,6,65,23,101.12,100.97,100.98,100.84,100.69,100.54,100.55,100.41,24100,23633.3,18500,12900,,,,,0,7.2,20.2,18.2,15.2,19.4,19.4,0,,05:52:00,1755078720,5.87,20:05:00,1755129900,20.08,14.22,3,5,29,30,19,22,9823,,,,,8,7,6,4,,,,
2025-08-12,34.6,28.89,28,21.4,40,,64,47.4,49.5,35,18.6,16.4,16.4,14.2,17,9.5,8.5,0,32,18,101.74,101.44,101.41,101.09,101.31,101.01,100.99,100.66,24100,24100,24100,24100,,,,,0,10,23,21,18,0,0,0,,05:51:00,1754992260,5.85,20:07:00,1755043620,20.12,14.27,8,8,34,34,23,24,25002,,,,,5,2.3,2.5,0,,,,
2025-08-11,35.1,28.65,28.65,22.2,39,,74,50.3,52,30,19.2,16.7,16.4,13.6,18,11.38,11.5,5,,,102.11,101.89,101.88,101.64,101.68,101.46,101.44,101.21,24100,24100,24100,24100,,,,,0,10.7,23.6,21.6,18.6,0,0,0,,05:50:00,1754905800,5.83,20:09:00,1754957340,20.15,14.32,8,8,34,34,22,22,24974,,,,,3,0.9,1.5,0,,,,
2025-08-10,34.4,27.99,28.9,23.4,40,,74,55.6,56.5,39,19.4,18.1,18.1,16.8,19,12.79,12,5,,,102.19,102.02,102.04,101.89,101.76,101.59,101.61,101.46,24100,24100,24100,24100,,,,,0,10.9,23.9,21.9,18.9,0,0,0,,05:48:00,1754819280,5.8,20:10:00,1754871000,20.17,14.37,8,8,33,33,22,22,20968,,,,,8,4.5,4,0,,,,
2025-08-09,32.3,26.01,25.85,19.4,37,,83,59.8,61,39,18.8,17.2,17.6,16.3,23,11.29,11.5,0,32,20,102.23,102.06,102.05,101.87,101.8,101.62,101.62,101.44,24100,20966.7,20100,16100,,,,,0,7.8,20.9,18.9,15.8,0,0,0,,05:47:00,1754732820,5.78,20:12:00,1754784720,20.2,14.42,8,8,31,31,22,22,24170,,,,,5,2,2.5,0,,,,
2025-08-08,30.8,24.69,24.75,18.7,34,,85,62.2,62.5,40,18.1,16.7,16.6,15.2,24,10.21,13.5,3,39,24,102.38,102.23,102.2,102.02,101.95,101.8,101.77,101.59,24100,16966.7,18500,12900,,,,,0,6.8,19.8,17.8,14.8,0,0,0,,05:46:00,1754646360,5.77,20:13:00,1754698380,20.22,14.45,8,8,31,31,20,20,21851,,,,,7,3.2,4,1,,,,
2025-08-07,30.3,23.43,22.85,15.4,32,,74,54.6,54,34,17,13.3,14.3,11.7,17,9.88,8.5,0,,,102.84,102.6,102.57,102.31,102.4,102.16,102.14,101.88,24100,24100,24100,24100,,,,,0,4.8,17.9,15.8,12.8,0,0,0,,05:45:00,1754559900,5.75,20:14:00,1754612040,20.23,14.48,8,8,29,29,18,20,25284,,,,,8,4,4.5,1,,,,
2025-08-06,29,21.93,21.65,14.3,31,,82,56.5,58.5,35,12.9,12.3,12.1,11.3,20,13.88,14.5,9,28,6,103.12,102.94,102.95,102.78,102.68,102.5,102.51,102.34,24100,24100,24100,24100,,,,,0,3.6,16.6,14.7,11.7,0,0,0,,05:44:00,1754473440,5.73,20:16:00,1754525760,20.27,14.53,8,8,27,27,15,16,25861,,,,,2,1.2,1,0,,,,
2025-08-05,25.1,19.48,19.55,14,26,,77,58.5,56.5,36,12.7,10.9,10.6,8.5,20,14.04,14,8,28,5,102.97,102.83,102.76,102.56,102.53,102.39,102.33,102.12,48300,25110,36200,24100,,,,,0,1.6,14.6,12.6,9.6,0,0,0,,05:42:00,1754386920,5.7,20:17:00,1754439420,20.28,14.58,8,8,25,25,14,15,23001,,,,,7,4.2,4,1,,,,
2025-08-04,23.8,20.81,20.3,16.8,29,,86,71.9,72,58,17.2,15.5,14.2,11.1,20,9.88,10,0,,,102.52,102.12,102.14,101.77,102.08,101.69,101.71,101.34,24100,14966.7,16900,9700,,,,,0,2.3,15.3,13.3,10.3,0,0,0,,05:41:00,1754300460,5.68,20:19:00,1754353140,20.32,14.63,6,7,26,26,15,16,13773,,,,,7,3.7,3.5,0,,,,
2025-08-03,26.9,22.22,22,17.1,32,,77,64.9,65.5,54,17.4,15.3,14.7,11.9,26,17.17,15,4,41,23,101.97,101.82,101.81,101.65,101.54,101.39,101.38,101.22,24100,22500,21700,19300,,,,,0,4,17,15,12,0,0,0,,05:40:00,1754214000,5.67,20:20:00,1754266800,20.33,14.67,8,8,29,29,16,17,18564,,,,,6,3.1,3,0,,,,
2025-08-02,27.3,21.05,20.2,13.1,29,,79,54,57.5,36,12.8,11,10.6,8.4,31,17.04,15.5,0,45,26,102.48,102.22,102.2,101.92,102.04,101.78,101.76,101.49,48300,30291.7,32200,16100,,,,,0,2.2,15.2,13.2,10.2,0,0,0,,05:39:00,1754127540,5.65,20:21:00,1754180460,20.35,14.7,7,7,27,27,18,18,24273,,,,,8,3.4,4,0,,,,
2025-08-01,23.8,19.24,18.55,13.3,,,67,47.3,49.5,32,11.2,7.4,8.3,5.4,30,14.67,17,4,35,4,102.59,102.47,102.47,102.36,102.15,102.03,102.03,101.92,48300,39225,36200,24100,,,,,0,0.6,13.6,11.6,8.6,0,0,0,,05:38:00,1754041080,5.63,20:23:00,1754094180,20.38,14.75,8,8,24,24,13,13,26989,,,,,7,3.7,4,1,,,,
2025-07-31,22,19.75,19.25,16.5,,,65,52,51.5,38,11.6,9.6,9.4,7.2,19,12.67,11.5,4,41,4,102.3,102.11,102.05,101.8,101.86,101.67,101.62,101.37,24100,24100,24100,24100,,,,,0,1.2,14.2,12.2,9.2,0,0,0,,05:37:00,1753954620,5.62,20:24:00,1754007840,20.4,14.78,8,8,23,23,14,14,15763,,,,,8,6.4,4.5,1,,,,
2025-07-30,28.6,24.18,24.3,20,34,,78,60.5,61,44,19.2,15.9,14.4,9.6,24,11.92,12,0,37,33,101.77,101.52,101.6,101.43,101.34,101.09,101.17,101,24100,22966.7,20100,16100,,,,,0,6.3,19.3,17.3,14.3,1,1,0,,05:35:00,1753868100,5.58,20:25:00,1753921500,20.42,14.83,8,8,26,27,17,17,17593,,,,,8,5.5,4,0,,,,
2025-07-29,30,26.31,26.1,22.2,35,,80,61.2,62,44,19.5,18.1,17.6,15.6,23,11.71,11.5,0,27,29,101.58,101.43,101.37,101.16,101.15,101,100.94,100.73,24100,24100,24100,24100,,,,,0,8.1,21.1,19.1,16.1,0,0,0,,05:34:00,1753781640,5.57,20:26:00,1753835160,20.43,14.87,9,9,31,31,20,21,24025,,,,,7,3.5,3.5,0,,,,
2025-07-28,31.4,26.48,25.45,19.5,38,,92,65,66,40,20.7,19,18.2,15.8,26,12.21,14.5,3,41,23,101.68,101.4,101.42,101.16,101.25,100.97,100.99,100.73,24100,22900,21700,19300,,,,,0,7.5,20.4,18.4,15.4,0,0,0,,05:33:00,1753695180,5.55,20:28:00,1753748880,20.47,14.92,9,9,31,31,23,23,26125,,,,,6,2.4,3,0,,,,
